,employeeid,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,weekbefore,ncoachingid,total coaching improved,csat,actualvalue
163,26703302,,91.84375,91.66666666666667,95.57714285714285,,91.00444444444445,96.75888888888888,66.67,8.0,3.0,93.99,88.24
164,26703303,100.0,100.0,100.0,,88.75,93.75,100.0,100.0,,,96.51,96.77
165,26703303,100.0,100.0,100.0,,88.75,93.75,100.0,100.0,,,96.51,96.77
166,26703306,75.0,95.10374999999999,94.96666666666665,98.41285714285713,94.334,96.19,80.55555555555556,100.0,2.0,2.0,96.01,97.62
167,26703306,75.0,95.10374999999999,94.96666666666665,98.41285714285713,94.334,96.19,80.55555555555556,88.89,2.0,2.0,96.01,97.62
168,26703308,,85.595,94.445,100.0,,100.0,100.0,90.91,2.0,2.0,96.83,90.00
169,26703308,,85.595,94.445,100.0,,100.0,100.0,90.91,2.0,2.0,96.83,90.00
170,26703308,,85.595,94.445,100.0,,100.0,100.0,90.91,2.0,2.0,96.83,90.00
171,26703313,,100.0,100.0,100.0,,100.0,100.0,50.0,3.0,,90.13,85.71
172,26703313,,100.0,100.0,100.0,,100.0,100.0,50.0,3.0,,90.13,85.71
173,26703315,100.0,96.69333333333333,100.0,96.65125,100.0,95.78888888888889,92.06222222222222,100.0,3.0,3.0,96.87,98.25
174,26703315,100.0,96.69333333333333,100.0,96.65125,100.0,95.78888888888889,92.06222222222222,100.0,3.0,3.0,96.87,98.25
175,26703315,100.0,96.69333333333333,100.0,96.65125,100.0,95.78888888888889,92.06222222222222,100.0,3.0,3.0,96.87,98.25
176,26703318,95.8275,100.0,95.68875,,98.76555555555555,91.93111111111111,91.74555555555554,100.0,4.0,3.0,96.79,88.00
177,26703318,95.8275,100.0,95.68875,,98.76555555555555,91.93111111111111,91.74555555555554,100.0,4.0,3.0,96.79,88.00
178,26703328,98.41285714285713,97.2225,89.5525,100.0,93.9525,95.67888888888889,96.76777777777778,88.89,8.0,4.0,95.16,92.86
179,26703331,90.0,98.21375,,97.5,100.0,97.95857142857143,96.82571428571428,100.0,2.0,1.0,97.98,100.00
180,26703332,93.05499999999999,86.74571428571429,,,83.92857142857143,91.11166666666668,93.57142857142857,75.0,6.0,3.0,93.11,100.00
181,26703334,97.61833333333334,100.0,,,100.0,97.61833333333334,100.0,100.0,1.0,1.0,94.3,92.86
182,26703342,95.83333333333333,92.85714285714286,92.5,93.57142857142857,100.0,83.33285714285714,100.0,100.0,1.0,,94.24,95.45
183,26703342,95.83333333333333,92.85714285714286,92.5,93.57142857142857,100.0,83.33285714285714,100.0,100.0,1.0,,94.24,95.45
184,26703354,100.0,100.0,100.0,,,100.0,,100.0,,,98.46,96.00
185,26703359,100.0,97.14285714285714,95.142,94.642,100.0,95.8325,,100.0,,,93.62,
186,26703368,,97.14285714285714,,93.05499999999999,92.43333333333332,100.0,100.0,100.0,3.0,1.0,94.58,92.00
187,26703371,94.44500000000001,,96.75999999999999,100.0,100.0,,100.0,100.0,3.0,1.0,94.49,
188,26703371,94.44500000000001,,96.75999999999999,100.0,100.0,,100.0,100.0,3.0,1.0,94.49,
189,26703373,,88.33333333333333,,100.0,100.0,100.0,100.0,100.0,2.0,1.0,95.98,
190,26703374,,83.61,,95.0,92.85499999999999,85.715,83.33500000000001,100.0,1.0,1.0,95.66,100.00
191,26703377,100.0,90.0,94.79125,100.0,97.2225,100.0,93.9811111111111,83.33,4.0,1.0,94.89,84.00
192,26703377,100.0,90.0,94.79125,100.0,97.2225,100.0,93.9811111111111,80.0,4.0,1.0,94.89,84.00
193,26703378,,91.77125000000001,100.0,92.5,,98.4375,97.22222222222223,100.0,2.0,1.0,94.21,92.86
194,26703378,,91.77125000000001,100.0,92.5,,98.4375,97.22222222222223,100.0,2.0,1.0,94.21,92.86
195,26703378,,91.77125000000001,100.0,92.5,,98.4375,97.22222222222223,100.0,2.0,1.0,94.21,92.86
196,26703381,,98.41285714285713,,98.57142857142857,100.0,92.7075,100.0,100.0,,,93.7,
197,26703390,95.13833333333332,85.92555555555555,100.0,97.14285714285714,,100.0,,100.0,,,96.66,100.00
198,26703390,95.13833333333332,85.92555555555555,100.0,97.14285714285714,,100.0,,88.89,,,96.66,100.00
199,26703394,,85.71,,95.8325,100.0,90.834,87.5,100.0,,,95.6,94.74
200,26703395,94.0,90.2775,96.63499999999999,93.24714285714286,95.455,98.41285714285713,100.0,100.0,2.0,,95.78,95.92
201,26703395,94.0,90.2775,96.63499999999999,93.24714285714286,95.455,98.41285714285713,100.0,100.0,2.0,,95.78,95.92
202,26703396,100.0,96.875,87.5,,96.875,100.0,100.0,100.0,,,95.58,94.44
203,26703396,100.0,96.875,87.5,,96.875,100.0,100.0,100.0,,,95.58,94.44
204,26703397,96.66666666666667,94.97125,,80.0,96.66666666666667,98.21375,93.51833333333333,100.0,1.0,,95.85,97.30
205,26703405,100.0,94.44333333333333,100.0,,96.4275,93.75,100.0,100.0,,,95.83,
206,26703408,100.0,98.75,,,88.29285714285713,97.91624999999999,100.0,100.0,2.0,1.0,94.24,100.00
207,26703409,,100.0,100.0,100.0,,100.0,100.0,100.0,1.0,,96.27,100.00
208,26703409,,100.0,100.0,100.0,,100.0,100.0,100.0,1.0,,96.27,100.00
209,26703413,97.80285714285715,95.8325,92.85714285714286,96.96999999999998,91.12125,100.0,97.03666666666666,100.0,3.0,2.0,95.21,91.67
210,26703413,97.80285714285715,95.8325,92.85714285714286,96.96999999999998,91.12125,100.0,97.03666666666666,88.89,3.0,2.0,95.21,91.67
211,26703417,95.23857142857143,100.0,96.66666666666667,100.0,,95.23666666666666,100.0,100.0,1.0,1.0,94.78,88.89
212,26703417,95.23857142857143,100.0,96.66666666666667,100.0,,95.23666666666666,100.0,100.0,1.0,1.0,94.78,88.89
213,26703419,100.0,100.0,,100.0,92.34714285714287,95.23857142857143,78.57142857142857,100.0,3.0,2.0,94.15,
214,26703421,95.83333333333333,100.0,,,92.5,100.0,95.23666666666666,87.5,2.0,1.0,93.58,
215,26703424,90.91,95.10142857142857,,97.5,100.0,96.62714285714286,91.25,100.0,6.0,2.0,95.7,95.65
216,26703425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,2.0,95.88,
217,26703428,92.06428571428572,88.69999999999999,,,97.22222222222223,97.03666666666668,92.85666666666667,100.0,6.0,2.0,94.95,93.75
218,26703432,88.89,100.0,,,96.0,64.285,65.0,100.0,4.0,2.0,91.32,
219,26703433,100.0,100.0,91.6675,,96.666,100.0,100.0,100.0,3.0,3.0,96.89,95.65
220,26703433,100.0,100.0,91.6675,,96.666,100.0,100.0,100.0,3.0,3.0,96.89,95.65
221,26703434,95.83375,93.05555555555556,100.0,,95.83375000000001,100.0,100.0,100.0,1.0,1.0,95.85,92.86
222,26703435,95.23857142857143,89.68749999999999,,,97.03666666666668,97.22222222222223,98.41222222222223,100.0,3.0,2.0,95.23,97.22
223,26703442,100.0,97.142,100.0,89.16666666666667,97.142,97.61833333333334,100.0,100.0,,,97.31,100.00
224,26703442,100.0,97.142,100.0,89.16666666666667,97.142,97.61833333333334,100.0,100.0,,,97.31,100.00
225,26703448,80.0,100.0,100.0,,93.33333333333333,100.0,100.0,100.0,1.0,1.0,94.43,
226,26703464,100.0,98.3325,100.0,,98.33333333333333,97.2225,97.72749999999999,100.0,,,96.75,100.00
227,26703467,,100.0,100.0,100.0,100.0,94.166,80.0,100.0,1.0,,96.48,88.89
228,26703467,,100.0,100.0,100.0,100.0,94.166,80.0,100.0,1.0,,96.48,88.89
229,26703469,96.03142857142858,100.0,93.70142857142856,,94.80111111111111,100.0,96.54333333333334,100.0,2.0,1.0,97.15,
230,26703469,96.03142857142858,100.0,93.70142857142856,,94.80111111111111,100.0,96.54333333333334,100.0,2.0,1.0,97.15,
231,26703475,93.33333333333333,,99.04714285714286,,90.15875,97.40666666666667,100.0,93.33,5.0,3.0,96.25,94.44
232,26703486,93.45166666666667,100.0,95.15166666666666,100.0,,94.66375,,87.5,,,95.24,96.67
233,26703486,93.45166666666667,100.0,95.15166666666666,100.0,,94.66375,,80.0,,,95.24,96.67
234,26703493,100.0,95.03999999999999,,93.3725,74.18199999999999,97.1725,97.475,100.0,2.0,,94.69,100.00
235,26703497,93.75,78.476,88.36000000000001,96.66666666666667,96.155,88.834,92.85499999999999,100.0,1.0,,93.78,96.67
236,26703498,100.0,82.2925,94.91999999999999,85.0,,100.0,,100.0,1.0,,95.58,
237,26703501,98.0775,91.66666666666667,91.6675,100.0,96.35375,93.19714285714288,93.33333333333333,100.0,6.0,2.0,94.62,96.67
238,26703501,98.0775,91.66666666666667,91.6675,100.0,96.35375,93.19714285714288,93.33333333333333,,6.0,2.0,94.62,96.67
239,26703503,94.445,,97.91666666666667,,76.666,96.93111111111112,94.35,88.89,,,95.12,100.00
240,26703503,94.445,,97.91666666666667,,76.666,96.93111111111112,94.35,80.0,,,95.12,100.00
241,26703506,98.71833333333332,97.5311111111111,97.22166666666665,90.81750000000001,93.75,96.36666666666666,100.0,100.0,2.0,2.0,96.04,96.77
242,26703506,98.71833333333332,97.5311111111111,97.22166666666665,90.81750000000001,93.75,96.36666666666666,100.0,100.0,2.0,2.0,96.04,96.77
243,26703510,94.44333333333333,98.14833333333333,,100.0,97.5,93.56,100.0,100.0,1.0,1.0,95.07,100.00
244,26703511,95.94,94.44333333333333,,,93.75,95.83333333333333,100.0,100.0,1.0,1.0,93.89,100.00
245,26703511,95.94,94.44333333333333,,,93.75,95.83333333333333,100.0,83.33,1.0,1.0,93.89,100.00
246,26703513,95.55571428571429,100.0,,,97.02333333333334,97.14285714285714,90.105,100.0,2.0,,95.34,97.06
247,26703514,100.0,100.0,95.0,100.0,94.375,91.66714285714286,96.29666666666668,100.0,2.0,1.0,95.85,92.00
248,26703520,100.0,100.0,100.0,,92.20166666666667,100.0,100.0,100.0,,,96.67,93.55
249,26703520,100.0,100.0,100.0,,92.20166666666667,100.0,100.0,50.0,,,96.67,93.55
250,26703524,92.46599999999998,98.462,100.0,100.0,,100.0,,100.0,,,95.08,
251,26703532,100.0,83.33500000000001,100.0,,57.5,93.75,93.33333333333333,100.0,4.0,1.0,92.48,90.00
252,26703533,93.80799999999999,95.0,,,100.0,93.98166666666667,90.21166666666666,100.0,4.0,1.0,93.08,96.30
253,26703535,94.44500000000001,100.0,100.0,90.8157142857143,,87.08375,50.0,100.0,3.0,1.0,95.47,87.50
254,26703535,94.44500000000001,100.0,100.0,90.8157142857143,,87.08375,50.0,100.0,3.0,1.0,95.47,87.50
255,26703537,,,100.0,75.0,,,,100.0,1.0,1.0,94.35,90.91
256,26703538,94.04714285714284,97.91624999999999,,,93.56125,96.82571428571428,89.58375,100.0,6.0,5.0,93.88,100.00
257,26703543,,94.965,95.55499999999999,98.41285714285713,,97.61857142857141,98.14833333333333,100.0,7.0,6.0,94.6,
258,26703547,90.42714285714285,92.78375,,92.85499999999999,94.43111111111111,95.44624999999999,84.71000000000001,92.31,11.0,5.0,94.98,95.00
259,26703551,100.0,100.0,,100.0,98.21375,96.666,100.0,100.0,,,95.44,93.33
260,26703553,100.0,96.29666666666667,95.83333333333333,100.0,100.0,86.11,100.0,100.0,,,94.64,94.74
261,26703553,100.0,96.29666666666667,95.83333333333333,100.0,100.0,86.11,100.0,100.0,,,94.64,94.74
262,26703553,100.0,96.29666666666667,95.83333333333333,100.0,100.0,86.11,100.0,100.0,,,94.64,94.74
263,26703557,77.78,89.36571428571428,,92.36399999999999,97.0775,96.68624999999999,97.68142857142857,100.0,5.0,2.0,93.5,85.71
264,26703558,97.14285714285714,98.75,,,94.44500000000001,89.23625,98.21428571428571,100.0,6.0,1.0,95.85,100.00
265,26703559,90.0,96.0,,79.16499999999999,100.0,93.80799999999999,100.0,100.0,3.0,2.0,96.88,
266,26703560,98.334,91.66666666666667,,,94.62,92.59333333333332,90.11857142857141,100.0,1.0,,94.34,
267,26703566,84.53666666666666,,94.28571428571429,,94.20857142857143,97.91666666666667,100.0,100.0,2.0,,94.93,
268,26703576,100.0,83.33,100.0,,100.0,95.23666666666666,100.0,100.0,,,94.46,90.00
269,26703579,100.0,94.155,,,97.91666666666667,93.05499999999999,95.76666666666665,100.0,2.0,1.0,94.49,
270,26703582,97.5,96.875,,,97.91625,83.92857142857143,94.64285714285714,100.0,4.0,4.0,96.56,93.75
271,26703584,96.18199999999999,90.28333333333335,93.72,94.0,100.0,91.71999999999998,83.33,90.0,13.0,8.0,94.16,90.63
272,26703586,,93.75,,96.29666666666667,93.64999999999999,100.0,96.0,100.0,4.0,3.0,96.18,95.83
273,26703590,98.4375,,98.57142857142857,100.0,95.05000000000001,96.10333333333334,93.8575,100.0,9.0,4.0,96.67,95.45
274,26703590,98.4375,,98.57142857142857,100.0,95.05000000000001,96.10333333333334,93.8575,100.0,9.0,4.0,96.67,95.45
275,26703595,100.0,90.0,,96.96999999999998,93.45166666666667,96.666,93.57142857142857,100.0,2.0,2.0,95.19,90.00
276,26703596,100.0,96.42857142857143,97.61833333333334,87.5,93.10333333333334,95.92555555555556,96.13,100.0,,,94.51,100.00
277,26703596,100.0,96.42857142857143,97.61833333333334,87.5,93.10333333333334,95.92555555555556,96.13,85.71,,,94.51,100.00
278,26703600,95.8,,97.13428571428572,,96.22285714285714,94.23375,96.61857142857141,93.33,3.0,3.0,96.29,93.75
279,26703602,100.0,100.0,92.142,100.0,,94.166,88.89,100.0,2.0,2.0,92.92,95.24
280,26703602,100.0,100.0,92.142,100.0,,94.166,88.89,100.0,2.0,2.0,92.92,95.24
281,26703603,97.142,82.13333333333334,86.11166666666668,98.70142857142856,100.0,93.99000000000001,100.0,100.0,3.0,1.0,94.03,94.44
282,26703604,,93.33333333333333,,84.446,90.0,100.0,100.0,100.0,2.0,1.0,94.54,100.00
283,26703606,90.8157142857143,100.0,95.83375,,87.61857142857143,98.61125,95.08875,100.0,2.0,1.0,92.99,96.88
284,26703606,90.8157142857143,100.0,95.83375,,87.61857142857143,98.61125,95.08875,100.0,2.0,1.0,92.99,96.88
285,26703617,100.0,,97.22166666666665,94.44333333333333,97.91624999999999,100.0,94.44500000000001,100.0,4.0,1.0,91.92,
286,26703617,100.0,,97.22166666666665,94.44333333333333,97.91624999999999,100.0,94.44500000000001,,4.0,1.0,91.92,
287,26703620,,100.0,,100.0,93.334,100.0,95.83333333333333,100.0,1.0,,94.76,100.00
288,26703621,95.83333333333333,96.29666666666667,96.42750000000001,97.91666666666667,83.33500000000001,100.0,,100.0,3.0,1.0,94.09,96.30
289,26703621,95.83333333333333,96.29666666666667,96.42750000000001,97.91666666666667,83.33500000000001,100.0,,83.33,3.0,1.0,94.09,96.30
290,26703625,89.52428571428572,94.80111111111111,95.23857142857143,91.46857142857142,,97.61857142857143,,100.0,6.0,5.0,95.88,92.00
291,26703625,89.52428571428572,94.80111111111111,95.23857142857143,91.46857142857142,,97.61857142857143,,100.0,6.0,5.0,95.88,92.00
292,26703627,92.36125,98.41222222222223,94.38714285714286,97.61833333333334,,95.56625,,75.0,1.0,1.0,95.18,91.30
293,26703627,92.36125,98.41222222222223,94.38714285714286,97.61833333333334,,95.56625,,75.0,1.0,1.0,95.18,91.30
294,26703628,97.61833333333334,100.0,100.0,,100.0,92.75666666666666,100.0,100.0,1.0,,95.62,
295,26703634,92.0,85.71375,,,100.0,79.63000000000001,95.0,60.0,7.0,3.0,93.42,94.74
296,26703635,95.87,91.49111111111112,97.545,95.02428571428571,100.0,92.99857142857142,,100.0,4.0,2.0,95.03,100.00
297,26703635,95.87,91.49111111111112,97.545,95.02428571428571,100.0,92.99857142857142,,100.0,4.0,2.0,95.03,100.00
298,26703636,96.96999999999998,92.14125,91.238,91.28857142857142,100.0,91.364,,100.0,10.0,5.0,93.86,96.00
299,26703636,96.96999999999998,92.14125,91.238,91.28857142857142,100.0,91.364,,92.31,10.0,5.0,93.86,96.00
300,26703643,95.0,89.23625,96.875,91.42857142857143,85.71,92.14285714285714,96.43,100.0,7.0,5.0,95.5,96.30
301,26703643,95.0,89.23625,96.875,91.42857142857143,85.71,92.14285714285714,96.43,83.33,7.0,5.0,95.5,96.30
302,26703645,95.3,95.0,85.71,,95.77799999999999,100.0,97.91666666666667,88.89,,,96.52,96.67
303,26703645,95.3,95.0,85.71,,95.77799999999999,100.0,97.91666666666667,77.78,,,96.52,96.67
304,26703648,100.0,89.28500000000001,85.13,91.93666666666665,90.0,97.5,,100.0,9.0,4.0,94.76,92.31
305,26703652,100.0,95.556,,95.14,91.64,97.33,96.24,91.67,4.0,2.0,95.13,100.00
306,26703656,100.0,83.33375000000001,,,86.25,92.59333333333333,97.14285714285714,100.0,7.0,5.0,92.79,100.00
307,26703659,91.67,96.66666666666667,,97.77799999999999,100.0,96.42857142857143,100.0,88.89,,,96.18,95.24
308,26703669,95.1325,87.49428571428572,94.83999999999999,93.8075,,91.4811111111111,,100.0,6.0,1.0,94.03,100.00
309,26703669,95.1325,87.49428571428572,94.83999999999999,93.8075,,91.4811111111111,,85.71,6.0,1.0,94.03,100.00
310,26703674,96.065,100.0,,,100.0,98.4375,94.84142857142857,88.89,2.0,1.0,96.32,
311,26703676,97.2225,,96.25,91.66499999999999,96.29666666666668,100.0,92.69857142857143,100.0,2.0,1.0,94.41,96.88
312,26703676,97.2225,,96.25,91.66499999999999,96.29666666666668,100.0,92.69857142857143,100.0,2.0,1.0,94.41,96.88
313,26703678,90.47571428571428,97.22166666666665,,,86.66666666666667,82.85714285714286,94.815,100.0,5.0,5.0,92.72,91.30
314,26703682,95.27749999999999,,95.71375,100.0,97.17777777777778,,97.77777777777777,88.89,3.0,2.0,92.43,90.00
315,26703682,95.27749999999999,,95.71375,100.0,97.17777777777778,,97.77777777777777,100.0,3.0,2.0,92.43,90.00
316,26703685,97.95857142857143,100.0,97.334,,100.0,94.05857142857143,100.0,100.0,5.0,3.0,95.79,94.29
317,26703688,87.5,,92.5,91.66499999999999,100.0,95.8325,97.22222222222223,,,,95.4,95.83
318,26703688,87.5,,92.5,91.66499999999999,100.0,95.8325,97.22222222222223,100.0,,,95.4,95.83
319,26703691,92.07857142857142,94.38714285714286,,,95.34875,91.12111111111112,96.35374999999999,90.0,,,93.66,93.48
320,26703693,96.4275,93.43444444444444,100.0,95.23833333333334,,91.14625000000001,,100.0,1.0,1.0,95.25,
321,26703694,83.33375000000001,,88.33333333333333,,82.50125,92.22222222222223,95.83375,50.0,,,91.95,100.00
322,26703694,83.33375000000001,,88.33333333333333,,82.50125,92.22222222222223,95.83375,100.0,,,91.95,100.00
323,26703697,97.71142857142857,100.0,98.462,,94.44500000000001,95.5075,98.95875,100.0,2.0,1.0,95.76,96.77
324,26703698,100.0,100.0,,,100.0,100.0,100.0,100.0,,,98.68,
325,26703699,97.91666666666667,95.08875,91.66666666666667,85.71428571428571,91.66499999999999,93.32142857142857,92.85499999999999,100.0,3.0,3.0,93.37,88.46
326,26703699,97.91666666666667,95.08875,91.66666666666667,85.71428571428571,91.66499999999999,93.32142857142857,92.85499999999999,100.0,3.0,3.0,93.37,88.46
327,26703700,,100.0,100.0,98.0,,95.23857142857143,100.0,100.0,,,97.68,90.00
328,26703700,,100.0,100.0,98.0,,95.23857142857143,100.0,100.0,,,97.68,90.00
329,26703700,,100.0,100.0,98.0,,95.23857142857143,100.0,,,,97.68,90.00
330,26703701,98.4375,,92.2225,,95.83375000000001,92.97999999999999,100.0,100.0,3.0,3.0,94.16,90.48
331,26703701,98.4375,,92.2225,,95.83375000000001,92.97999999999999,100.0,87.5,3.0,3.0,94.16,90.48
332,26703703,90.625,100.0,96.4275,,88.88888888888889,95.625,97.77777777777777,100.0,3.0,2.0,93.74,81.82
333,26703703,90.625,100.0,96.4275,,88.88888888888889,95.625,97.77777777777777,100.0,3.0,2.0,93.74,81.82
334,26703706,98.61125,,100.0,100.0,97.14285714285714,97.77799999999999,98.33333333333333,100.0,5.0,3.0,93.53,96.88
335,26703706,98.61125,,100.0,100.0,97.14285714285714,97.77799999999999,98.33333333333333,100.0,5.0,3.0,93.53,96.88
336,26703709,100.0,75.0,97.2225,,94.13285714285715,96.875,97.61857142857141,100.0,2.0,1.0,93.46,100.00
337,26703709,100.0,75.0,97.2225,,94.13285714285715,96.875,97.61857142857141,100.0,2.0,1.0,93.46,100.00
338,26703710,97.14285714285714,96.66666666666667,,,96.875,100.0,91.66714285714286,100.0,2.0,,96.29,96.15
339,26703711,,100.0,96.0,100.0,,89.58333333333333,100.0,100.0,1.0,,97.28,
340,26703711,,100.0,96.0,100.0,,89.58333333333333,100.0,100.0,1.0,,97.28,
341,26703722,100.0,80.09222222222222,97.91666666666667,98.33333333333333,,94.83999999999999,,100.0,1.0,1.0,96.02,94.44
342,26703722,100.0,80.09222222222222,97.91666666666667,98.33333333333333,,94.83999999999999,,100.0,1.0,1.0,96.02,94.44
343,26703723,95.15166666666666,100.0,96.29666666666667,,100.0,95.35714285714286,95.91857142857144,100.0,4.0,4.0,96.01,100.00
344,26703725,97.2225,100.0,97.9175,100.0,,96.66666666666667,,100.0,4.0,,96.53,95.00
345,26703728,98.462,96.24142857142856,,,94.80000000000001,92.26142857142857,97.61833333333334,100.0,4.0,2.0,97.13,
346,26703734,96.53,,98.21375,,100.0,94.32499999999999,98.21428571428571,85.71,2.0,1.0,95.78,96.55
347,26703736,100.0,100.0,96.295,,82.06750000000001,92.24888888888889,100.0,100.0,3.0,2.0,95.2,100.00
348,26703736,100.0,100.0,96.295,,82.06750000000001,92.24888888888889,100.0,87.5,3.0,2.0,95.2,100.00
349,26703737,94.28399999999999,,91.66666666666667,,96.42857142857143,88.69000000000001,95.23666666666666,100.0,3.0,2.0,93.42,
350,26703746,96.29666666666667,90.27833333333335,,100.0,92.77799999999999,100.0,100.0,100.0,,,92.51,100.00
351,26703746,96.29666666666667,90.27833333333335,,100.0,92.77799999999999,100.0,100.0,100.0,,,92.51,100.00
352,26703748,100.0,98.41285714285713,93.75,95.73875,,100.0,96.17285714285715,100.0,,,95.1,100.00
353,26703748,100.0,98.41285714285713,93.75,95.73875,,100.0,96.17285714285715,100.0,,,95.1,100.00
354,26703749,89.5825,100.0,100.0,,96.0,85.10142857142857,100.0,100.0,1.0,1.0,91.93,85.71
355,26703751,94.7925,94.445,92.85666666666667,,89.75333333333334,97.22166666666668,93.75,91.67,2.0,1.0,91.2,100.00
356,26703753,98.21428571428571,,85.71375,,87.08375,95.23714285714286,87.38125,100.0,2.0,,94.61,83.33
357,26703753,98.21428571428571,,85.71375,,87.08375,95.23714285714286,87.38125,100.0,2.0,,94.61,83.33
358,26703754,100.0,100.0,94.58333333333333,,92.06333333333333,98.98,100.0,100.0,1.0,,97.85,100.00
359,26703754,100.0,100.0,94.58333333333333,,92.06333333333333,98.98,100.0,100.0,1.0,,97.85,100.00
360,26703763,91.428,95.55571428571429,,,96.82571428571428,97.14285714285714,98.4375,71.43,5.0,2.0,95.21,
361,26703770,90.0,100.0,,,83.33,100.0,,80.0,,,95.0,75.00
362,26703776,92.74625,83.33333333333333,94.41874999999999,94.86749999999998,95.67777777777776,97.72749999999999,95.58999999999999,97.06,,,96.34,
363,26703776,92.74625,83.33333333333333,94.41874999999999,94.86749999999998,95.67777777777776,97.72749999999999,95.58999999999999,93.75,,,96.34,
364,26703788,100.0,80.55499999999999,100.0,100.0,90.0,100.0,96.42857142857143,100.0,4.0,2.0,94.07,88.24
365,26703793,89.16666666666667,100.0,100.0,,81.6675,90.8325,100.0,80.0,1.0,1.0,90.85,94.44
366,26703793,89.16666666666667,100.0,100.0,,81.6675,90.8325,100.0,100.0,1.0,1.0,90.85,94.44
367,26703794,96.04625000000001,95.83687499999999,,95.455,94.18555555555557,95.28944444444446,97.11722222222222,95.59,,,95.67,
368,26703794,96.04625000000001,95.83687499999999,,95.455,94.18555555555557,95.28944444444446,97.11722222222222,83.33,,,95.67,
369,26703798,96.78571428571429,100.0,94.28500000000001,,100.0,95.83333333333333,96.29666666666667,100.0,3.0,1.0,95.87,100.00
370,26703801,93.75,98.0,,97.142,96.03142857142858,90.18199999999999,97.77799999999999,100.0,4.0,3.0,92.86,100.00
371,26703802,93.94000000000001,95.0,,,94.38714285714286,100.0,100.0,100.0,8.0,4.0,94.72,94.74
372,26703804,94.78166666666665,96.42888888888889,92.10857142857142,89.70166666666667,,96.00999999999999,100.0,100.0,7.0,6.0,94.81,91.67
373,26703804,94.78166666666665,96.42888888888889,92.10857142857142,89.70166666666667,,96.00999999999999,100.0,100.0,7.0,6.0,94.81,91.67
374,26703807,87.14285714285714,95.05777777777777,94.4042857142857,90.66499999999998,,95.5911111111111,80.0,87.5,16.0,7.0,90.81,97.87
375,26703807,87.14285714285714,95.05777777777777,94.4042857142857,90.66499999999998,,95.5911111111111,80.0,100.0,16.0,7.0,90.81,97.87
376,26703808,100.0,97.95857142857143,,89.28399999999999,98.14833333333333,95.08875,98.14833333333333,90.0,3.0,1.0,94.93,96.43
377,26703809,96.32428571428572,95.83333333333333,97.55142857142857,96.25285714285714,,96.01333333333334,,92.86,2.0,2.0,93.95,97.14
378,26703809,96.32428571428572,95.83333333333333,97.55142857142857,96.25285714285714,,96.01333333333334,,90.0,2.0,2.0,93.95,97.14
379,26703811,93.75,89.68285714285715,96.29666666666667,85.0,,100.0,100.0,100.0,7.0,4.0,92.4,96.30
380,26703811,93.75,89.68285714285715,96.29666666666667,85.0,,100.0,100.0,88.89,7.0,4.0,92.4,96.30
381,26703815,97.64285714285714,97.01777777777778,91.04571428571428,94.01249999999999,,88.11,93.33,100.0,9.0,5.0,94.86,91.11
382,26703815,97.64285714285714,97.01777777777778,91.04571428571428,94.01249999999999,,88.11,93.33,80.0,9.0,5.0,94.86,91.11
383,26703816,100.0,87.5,,,94.64285714285714,90.47714285714287,89.46375,100.0,12.0,8.0,91.64,90.00
384,26703818,78.334,89.28571428571429,95.0,89.62571428571428,,85.0,,75.0,5.0,4.0,93.17,100.00
385,26703818,78.334,89.28571428571429,95.0,89.62571428571428,,85.0,,75.0,5.0,4.0,93.17,100.00
386,26703818,78.334,89.28571428571429,95.0,89.62571428571428,,85.0,,100.0,5.0,4.0,93.17,100.00
387,26703821,80.0,92.59333333333332,,94.445,97.5311111111111,96.8275,97.1875,100.0,4.0,4.0,96.65,100.00
388,26703822,99.03875,93.63,97.61857142857141,94.86125,91.66499999999999,100.0,,100.0,2.0,2.0,93.45,90.91
389,26703822,99.03875,93.63,97.61857142857141,94.86125,91.66499999999999,100.0,,100.0,2.0,2.0,93.45,90.91
390,26703823,98.18199999999999,97.27285714285713,,,98.81000000000002,97.27285714285713,95.39249999999998,100.0,6.0,3.0,96.57,
391,26703827,90.9725,91.66499999999999,100.0,85.71,97.22166666666665,88.095,100.0,88.89,,,91.38,100.00
392,26703827,90.9725,91.66499999999999,100.0,85.71,97.22166666666665,88.095,100.0,66.67,,,91.38,100.00
393,26703828,96.03142857142856,91.95625,98.21428571428571,100.0,,97.5,92.31,88.89,3.0,1.0,96.2,96.97
394,26703828,96.03142857142856,91.95625,98.21428571428571,100.0,,97.5,92.31,100.0,3.0,1.0,96.2,96.97
395,26703829,100.0,91.74666666666667,,93.64999999999999,97.91624999999999,98.41222222222223,97.13777777777779,100.0,1.0,,91.87,100.00
396,26703832,95.755,92.07571428571428,100.0,98.57142857142857,,93.65,,100.0,2.0,1.0,97.16,100.00
397,26703832,95.755,92.07571428571428,100.0,98.57142857142857,,93.65,,88.89,2.0,1.0,97.16,100.00
398,26703833,94.16625,89.67999999999999,96.4275,,90.37111111111112,100.0,95.91375,80.0,4.0,1.0,96.53,100.00
399,26703835,96.44800000000001,94.422,,100.0,100.0,94.28571428571429,94.26285714285713,100.0,,,91.22,85.71
400,26703839,100.0,,87.46,,96.43,100.0,,85.71,3.0,2.0,93.95,100.00
