,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,total coaching improved,csat,sin(csat),cos(csat),Tuesday_multiply_Thursday,Monday_multiply_Saturday,Sunday_multiply_Friday,Friday_multiply_Saturday,actualvalue_class
268,100.0,83.33000183105469,100.0,90.24360707986501,100.0,95.23666381835938,100.0,0.9949991166506212,-0.33878064,-0.31506735,1.2876278,9523.666381835938,8333.000183105469,9024.360707986501,10000.0,0
17,96.98428344726562,91.11111450195312,95.22142791748047,95.32857513427734,98.75991610215543,97.60111236572266,97.28697427579678,1.259673576555608,-0.6707854,-1.0698345,1.1867929,9639.077668715814,8675.730422029039,9245.373551446712,9234.981955402298,1
211,95.23857116699219,100.0,96.66666412353516,100.0,96.36835215697978,95.23666381835938,100.0,1.0,-0.15084298,0.21274112,1.0471711,9177.800357103552,9666.666412353516,9523.857116699219,9206.394970605033,0
273,98.4375,96.29904430565684,98.57142639160156,100.0,95.05000305175781,96.10333251953125,93.85749816894531,4.0,1.0811807,0.51947176,-1.3178415,9134.622049265541,9492.33415735663,9843.75,9703.124785423279,0
469,100.0,82.22333526611328,100.0,90.3993766262094,91.6675033569336,90.0,100.0,1.4903276423302545,2.0062497,-1.1911758,-1.4346831,8250.075302124023,8222.333526611328,9039.93766262094,10000.0,1
110,95.50499725341797,96.75749969482422,89.97624969482422,95.55999755859375,100.0,96.37142944335938,95.33865824121261,2.0,-0.15084298,0.21274112,1.0471711,9637.142944335938,8705.876952388382,9126.457304370124,8593.181479977036,1
364,100.0,80.55500030517578,100.0,100.0,90.0,100.0,96.42857360839844,2.0,-0.5603075,-0.85518295,1.3017423,9000.0,8055.500030517578,10000.0,10000.0,0
460,91.6675033569336,83.33499908447266,100.0,94.70987410533553,91.66666412353516,93.33333587646484,91.66666412353516,0.7005093986600429,-1.5435519,-1.5199075,-1.0683397,8555.555551316997,8333.499908447266,8681.817702485603,9166.75033569336,0
27,95.71375274658203,96.29666900634766,95.23714447021484,97.61856842041016,95.74659799329287,97.77777862548828,97.43323110463724,2.385309218545755,0.44793636,1.2928065,-0.3305076,9361.88966273181,9171.019778157992,9343.439521266439,9115.504498112656,1
240,94.44499969482422,94.56607616210906,97.91666412353516,90.16994934224334,76.66600036621094,96.93111419677734,94.3499984741211,0.9169294481630517,0.055118427,0.750767,0.61818206,7431.320836507366,9259.594717045877,8516.100838110488,9247.739313265483,1
281,97.14199829101562,82.13333129882812,86.11166381835938,98.70143127441406,100.0,93.98999786376953,100.0,1.0,-0.5825715,-0.901329,1.2851216,9398.999786376953,7072.6378130866215,9588.054268179927,8365.059099479578,0
49,96.26000213623047,93.92375183105469,98.43379005171516,93.9420517551102,93.54125213623047,94.375,98.07749938964844,1.0,-0.6378622,-1.009592,1.2294865,8827.95567035675,9245.270868607435,9042.862102628782,9475.236840655363,0
418,97.07749938964844,94.69110870361328,92.5223184798932,94.4707348785931,95.92555236816406,96.11111450195312,97.75555419921875,2.0,-0.066829756,0.4439178,0.8878799,9219.511747319717,8761.040916689895,9170.982707516261,8981.83531576069,0
389,99.03874969482422,93.62999725341797,97.61856842041016,94.86125183105469,91.66500091552734,100.0,95.93489977440653,2.0,-0.8960924,-1.3998861,0.72338516,9166.500091552734,9140.026293085597,9394.93977583351,9668.020963356073,0
100,100.0,93.76453787633966,100.0,95.16030358048219,100.0,93.75,100.0,1.284841126659234,1.3339049,-0.059867784,-1.491401,9375.0,9376.453787633965,9516.03035804822,10000.0,1
376,100.0,97.95857238769531,94.55162827744654,89.28399658203125,98.14833068847656,95.08875274658203,98.14833068847656,1.0,-0.060785428,0.46007124,0.8754612,9332.802349326317,9262.142522990705,8928.399658203125,9455.162827744654,0
309,95.13249969482422,87.4942855834961,94.83999633789062,93.80750274658203,99.0882798378749,91.48110961914062,96.92901325705635,1.0,-0.5825715,-0.901329,1.2851216,9064.705789820715,8297.957724325126,8924.142226411437,9022.36592267151,1
244,95.94000244140625,94.4433364868164,97.5068728450735,91.64989063304114,93.75,95.83333587646484,100.0,1.0,-0.6598334,-1.0501403,1.2017752,8984.37523841858,9208.874401884497,8792.890731088582,9354.80961881024,1
435,97.95857238769531,96.42749786376953,100.0,92.15429417277976,94.16666412353516,96.35375213623047,100.0,2.0,0.13561219,0.92481846,0.42441744,9073.311414454773,9642.749786376953,9027.303096561214,9795.857238769531,0
279,100.0,100.0,92.14199829101562,100.0,93.96194940888354,94.16600036621094,88.88999938964844,2.0,-1.1678544,-1.6077701,-0.08299267,8848.02096244682,9214.199829101562,10000.0,9214.199829101562,0
313,90.47571563720703,97.22166442871094,90.89595368636388,95.27728585858875,86.66666412353516,82.85713958740234,94.81500244140625,5.0,-1.2668822,-1.629544,-0.38184208,7180.951886858267,8837.05590722332,8620.280622026563,8223.8764583002,1
91,100.0,94.90777587890625,96.42857360839844,91.19000244140625,89.50691649252285,93.75,96.79287152807322,2.0,-0.55472803,-0.84338427,1.3053843,8391.273421174017,9151.821452348493,9119.000244140625,9642.857360839844,1
232,93.45166778564453,100.0,95.15166473388672,100.0,96.90002792155263,94.66374969482422,96.6638720285344,1.8057239350589769,0.12938476,0.91232866,0.43967918,9172.919988587337,9515.166473388672,9345.166778564453,8892.08176196221,1
202,100.0,96.875,87.5,85.29632644383284,96.875,100.0,100.0,1.8877331076790236,0.34438497,1.2308768,-0.08984686,9687.5,8476.5625,8529.632644383284,8750.0,0
233,93.45166778564453,100.0,95.15166473388672,100.0,95.94847816081806,94.66374969482422,95.2325573230182,1.4444156229185037,0.12938476,0.91232866,0.43967918,9082.842720214989,9515.166473388672,9345.166778564453,8892.08176196221,1
372,94.78166961669922,96.42888641357422,92.10857391357422,89.70166778564453,92.45422762071486,96.01000213623047,100.0,6.0,-0.13293374,0.26286203,1.0154622,8876.530591368371,8881.927211628354,8502.073840125871,8730.204421541712,0
41,92.66600036621094,100.0,90.0,93.75,95.79528295602056,100.0,99.41403015456595,1.0532678146539223,0.09214791,0.8341332,0.5300995,9579.528295602056,9000.0,8687.437534332275,8339.940032958984,0
152,94.0471420288086,86.80500030517578,89.72166442871094,94.44499969482422,92.88593196001709,95.83333587646484,89.94381025851156,3.327996914245056,-1.5528178,-1.5114757,-1.0868101,8901.568715722779,7788.289108115132,8882.282300209918,8438.066117588081,1
126,100.0,90.87249755859375,94.16600036621094,92.85713958740234,88.12851400760165,95.63444519042969,94.97985324141352,6.0,-0.7468859,-1.1972457,1.0619324,8428.121542573996,8557.099638381042,9285.713958740234,9416.600036621094,0
168,97.90425888928266,85.59500122070312,94.44499969482422,100.0,96.20752980168173,100.0,100.0,2.0,1.1957079,0.25811347,-1.4109161,9620.752980168172,8084.019864167785,9790.425888928266,9246.567700920292,0
284,90.81571197509766,100.0,95.83374786376953,96.27367768652846,87.61856842041016,98.61125183105469,95.08875274658203,1.0,-1.1327446,-1.5929219,0.025834382,8640.176715581561,9583.374786376953,8743.162583563155,8703.210043490224,1
428,90.47571563720703,100.0,87.05249786376953,100.0,91.37142944335938,92.8566665649414,95.77799987792969,2.121891455250116,-1.2126505,-1.6213433,-0.22026779,8484.446357384091,8705.249786376953,9047.571563720703,7876.137042230985,0
305,100.0,95.55599975585938,98.22392215111525,95.13999938964844,91.63999938964844,97.33000183105469,96.23999786376953,2.0,0.061272506,0.76498646,0.60369503,8919.321308392333,9385.88508109152,9513.999938964844,9822.392215111524,1
43,96.92749786376953,94.17142486572266,95.48714447021484,96.12999725341797,94.83866056191935,96.3637466430664,98.6434027699754,3.0,0.15432665,0.96128774,0.378374,9139.00865835657,8992.160451119242,9317.640103424841,9255.329991654202,0
333,90.625,100.0,96.42749786376953,94.25882929395787,88.88888549804688,95.625,97.77777862548828,2.0,-0.7414864,-1.1887453,1.0719504,8499.999675750732,9642.749786376953,8542.206404764933,8738.741993904114,0
228,95.27731930710259,100.0,100.0,100.0,100.0,94.16600036621094,80.0,1.2809575553095816,0.9473565,0.80295616,-1.1775627,9416.600036621094,10000.0,9527.731930710259,9527.731930710259,0
234,100.0,95.04000091552734,100.78578596187518,93.37249755859375,74.18199920654297,97.17250061035156,97.4749984741211,1.0686445841798968,-0.20427051,0.06178812,1.1335464,7208.450363174896,9578.68119008876,9337.249755859375,10078.578596187517,1
119,96.875,92.48442653256777,97.91625213623047,91.44249725341797,96.04125213623047,94.22941168979325,96.25,4.0,0.2740803,1.1537638,0.08151965,9049.910686748097,9055.728427037588,8858.491921424866,9485.636925697327,0
350,96.29666900634766,90.27833557128906,95.33155815953577,100.0,92.77799987792969,100.0,100.0,1.6466881053771336,-1.36884,-1.6196429,-0.66376543,9277.799987792969,8606.37439806043,9629.666900634766,9180.111501948197,1
140,95.83374786376953,100.0,100.0,91.49853236304347,88.88888549804688,96.42857360839844,97.77777862548828,1.0,0.2740803,1.1537638,0.08151965,8571.428438216913,10000.0,8768.647280384865,9583.374786376953,0
417,97.91625213623047,100.0,100.0,94.38543299168659,91.66666412353516,89.62571716308594,100.0,1.0,0.018292094,0.66285896,0.7033817,8215.690512019559,10000.0,9241.867854801269,9791.625213623047,1
307,91.66999816894531,96.66666412353516,96.12182123008861,97.77799987792969,100.0,96.42857360839844,100.0,1.521778064492609,0.7407614,1.1430237,-0.891168,9642.857360839844,9291.775807791468,8963.30906977295,8811.487176157912,1
23,100.0,91.6675033569336,100.47165602384156,91.50901133171602,92.70874786376953,97.61856842041016,100.0,1.252566978976198,0.52661866,1.2983053,-0.49970436,9050.09524650994,9209.985865842174,9150.901133171603,10047.165602384157,0
155,95.83333587646484,96.29666900634766,96.94978004013272,100.0,98.48500061035156,89.16625213623047,91.90499877929688,1.3362413312588397,-0.43064755,-0.5561763,1.3322945,8781.538396059419,9335.94087876287,9583.333587646484,9291.020833735427,0
65,100.0,92.37337076889982,100.0,95.0,97.91666412353516,87.5,97.22166442871094,2.0,-0.3906252,-0.4536115,1.3193412,8567.708110809326,9237.337076889982,9500.0,10000.0,0
423,95.8324966430664,100.0,100.0,96.37771696880601,83.92749786376953,92.22166442871094,90.81571197509766,1.0,-2.8556116,0.74099773,0.62801546,7739.933544333908,10000.0,9236.117237879507,9583.24966430664,1
99,100.0,93.76453787633966,100.0,95.16030358048219,100.0,93.75,100.0,1.284841126659234,1.3339049,-0.059867784,-1.491401,9375.0,9376.453787633965,9516.03035804822,10000.0,1
95,95.0,89.913330078125,100.0,86.36499786376953,100.0,95.23857116699219,90.6624984741211,1.6965391925141573,-0.030482536,0.53977436,0.8115229,9523.857116699219,8991.3330078125,8204.674797058105,9500.0,1
122,93.46727045624212,91.66625213623047,95.57714080810547,98.41285705566406,96.09835798846589,96.28333282470703,93.19499969482422,1.0,0.33154652,1.2188786,-0.058917273,9252.670186111305,8761.198287775798,9198.381126793249,8933.33446934553,0
163,94.34391182078353,91.84375,91.66666412353516,95.57714080810547,99.44109349204483,91.00444793701172,96.7588882446289,3.0,-0.60475165,-0.94583577,1.2652503,9049.581815496309,8419.010183095932,9017.121344482513,8648.191676976183,0
151,100.0,100.0,97.37395728173348,92.5,100.0,92.58875274658203,93.75,0.8209725244025344,-0.29815042,-0.2030717,1.251537,9258.875274658203,9737.395728173347,9250.0,9737.395728173347,0
147,100.0,94.14857482910156,100.0,93.5183334350586,92.24294945006127,97.95857238769531,100.0,1.0,-0.885564,-1.3876232,0.75076264,9035.987640958347,9414.857482910156,9351.83334350586,10000.0,0
90,100.0,94.90777587890625,96.42857360839844,91.19000244140625,89.50691649252285,93.75,96.79287152807322,2.0,-0.55472803,-0.84338427,1.3053843,8391.273421174017,9151.821452348493,9119.000244140625,9642.857360839844,1
44,96.92749786376953,94.17142486572266,95.48714447021484,96.12999725341797,94.83866056191935,96.3637466430664,98.6434027699754,3.0,0.15432665,0.96128774,0.378374,9139.00865835657,8992.160451119242,9317.640103424841,9255.329991654202,0
181,97.61833190917969,100.0,95.7325982987866,97.43876338000129,100.0,97.61833190917969,100.0,1.0,-0.43064755,-0.5561763,1.3322945,9761.833190917969,9573.25982987866,9511.80954444899,9345.25655525912,0
94,95.0,89.913330078125,100.0,86.36499786376953,100.0,95.23857116699219,90.6624984741211,1.5957282992996262,-0.030482536,0.53977436,0.8115229,9523.857116699219,8991.3330078125,8204.674797058105,9500.0,1
15,95.30333709716797,100.0,96.71637750486416,98.60913414625983,97.28111267089844,97.22222137451172,98.76555633544922,1.2941623300816374,0.06743661,0.77908736,0.5891191,9457.885871648905,9671.637750486416,9397.779552400858,9217.393528163022,1
193,97.24696733293463,91.77124786376953,100.0,92.5,92.09233531353176,98.4375,97.22222137451172,1.0,-0.48172066,-0.6802402,1.3336763,9065.339257425783,9177.124786376953,8995.344478296453,9724.696733293464,0
439,98.71833038330078,96.18222045898438,96.44061896372378,92.88181833440055,92.68714141845703,97.5,97.95857238769531,3.0,-0.18651164,0.11211943,1.1062626,9036.99628829956,9275.87287436979,9169.138028937077,9520.456885230906,0
174,100.0,96.6933364868164,100.0,96.65125274658203,100.0,95.78888702392578,92.06222534179688,3.0,1.2246035,0.19121994,-1.4305793,9578.888702392578,9669.33364868164,9665.125274658203,10000.0,0
22,96.66666412353516,83.95874786376953,97.12646110920512,94.42816683089919,100.0,95.08875274658203,97.61856842041016,1.0,0.24235907,1.1100203,0.16000688,9508.875274658203,8154.61605916797,9128.055886843675,9388.890993551131,0
303,95.30000305175781,95.0,85.70999908447266,94.66897103760779,95.77799987792969,100.0,97.91666412353516,2.1840838285256385,0.9753319,0.7466925,-1.2097595,9577.799987792969,8142.449913024902,9021.953228790795,8168.1631743164035,1
262,100.0,96.29666900634766,95.83333587646484,100.0,100.0,86.11000061035156,100.0,1.0461370646730428,-0.2337608,-0.021849636,1.1755117,8611.000061035156,9228.431024670077,10000.0,9583.333587646484,0
302,95.30000305175781,95.0,85.70999908447266,94.13488898501612,95.77799987792969,100.0,97.91666412353516,2.2826397839067334,0.9753319,0.7466925,-1.2097595,9577.799987792969,8142.449913024902,8971.05520754892,8168.1631743164035,1
158,100.0,93.3805533760005,89.58333587646484,85.57237666637369,100.0,98.61111450195312,97.14286041259766,1.0,0.32514074,1.2125407,-0.043415602,9861.111450195312,8365.341477412407,8557.23766663737,8958.333587646484,1
282,97.93135291724849,93.33333587646484,93.9445558763512,84.44599914550781,90.0,100.0,100.0,1.0,-0.29232296,-0.18682182,1.2455838,9000.0,8768.158787372806,8269.91094476839,9200.11745618112,0
452,100.0,100.0,100.0,91.85597369039951,75.0,94.44499969482422,95.0,2.5741158179623427,1.2173688,0.20797412,-1.4257982,7083.374977111816,10000.0,9185.597369039951,10000.0,1
467,97.5,93.33333587646484,84.62000274658203,89.34120221571457,91.20333099365234,94.64199829101562,77.44400024414062,2.7313479064639967,-0.55472803,-0.84338427,1.3053843,8631.665496036178,7897.867138214118,8710.76721603217,8250.450267791748,0
176,95.82749938964844,100.0,95.68875122070312,99.48363793066164,98.76555633544922,91.93111419677734,91.74555206298828,3.0,1.1669184,0.32459208,-1.3898079,9079.627638182428,9568.875122070312,9533.268253080485,9169.61374919815,0
361,90.0,100.0,94.41588411172586,89.03292090784807,83.33000183105469,100.0,94.53920472714029,1.9799111708126014,-0.018324232,0.5710979,0.78513235,8333.000183105469,9441.588411172586,8012.962881706326,8497.429570055327,0
344,97.22250366210938,100.0,97.9175033569336,100.0,95.54947030210747,96.66666412353516,91.05975504373804,2.7897713355984397,0.9823445,0.7323009,-1.2175897,9236.44855287552,9791.75033569336,9722.250366210938,9519.784828704083,0
7,100.0,88.52714538574219,100.0,95.83285522460938,96.62739395791269,95.71375274658203,98.87546823399663,1.0,1.0528107,0.582221,-1.2909825,9248.57049383423,8852.714538574219,9583.285522460938,10000.0,0
153,94.0471420288086,86.80500030517578,89.72166442871094,94.44499969482422,92.88593196001709,95.83333587646484,89.94381025851156,3.327996914245056,-1.5528178,-1.5114757,-1.0868101,8901.568715722779,7788.289108115132,8882.282300209918,8438.066117588081,1
342,100.0,80.09222412109375,97.91666412353516,98.33333587646484,97.91012047511019,94.83999633789062,99.26662479948884,1.0,0.6328948,1.2506975,-0.7064125,9285.795467301881,7842.363408172037,9833.333587646484,9791.666412353516,0
272,91.82265880415397,93.75,93.53428560738209,96.29666900634766,93.6500015258789,100.0,96.0,3.0,0.7407614,1.1430237,-0.891168,9365.00015258789,8768.839275692071,8842.21618214641,8588.566793816935,0
426,91.5374984741211,92.62074669265324,92.70874786376953,94.5712102786249,95.7387466430664,94.97777557373047,94.04750061035156,1.0,-1.1075193,-1.5800049,0.1041784,9093.053192375402,8586.753452083256,8656.812016575412,8486.32686611748,1
274,98.4375,96.29904430565684,98.57142639160156,100.0,95.05000305175781,96.10333251953125,93.85749816894531,4.0,1.0811807,0.51947176,-1.3178415,9134.622049265541,9492.33415735663,9843.75,9703.124785423279,0
431,91.94400024414062,89.50375366210938,100.0,90.47571563720703,87.02301279527123,92.06285858154297,89.63274059057272,4.0,1.1669184,0.32459208,-1.3898079,8011.5873203108595,8950.375366210938,8318.699220636161,9194.400024414062,0
351,96.29666900634766,90.27833557128906,95.33155815953577,100.0,92.77799987792969,100.0,100.0,1.6466881053771336,-1.36884,-1.6196429,-0.66376543,9277.799987792969,8606.37439806043,9629.666900634766,9180.111501948197,1
88,100.0,98.14778137207031,96.66600036621094,100.0,98.94991101599663,92.7074966430664,96.83049420650055,1.4241395896197862,0.89170337,0.9087434,-1.1089123,9173.398543347228,9487.55347005534,10000.0,9666.600036621094,0
484,93.75,94.4433364868164,99.38506307838892,89.44231638784696,82.66600036621094,95.55599975585938,91.6675033569336,1.8233887897861063,1.3265752,-0.043253236,-1.4879835,7899.232310811523,9386.25695407576,8385.217161360652,9317.349663598961,0
380,93.75,89.68285369873047,96.29666900634766,85.0,90.30177863747451,100.0,100.0,4.0,-1.4214327,-1.6010354,-0.7964129,9030.17786374745,8636.16007817135,7968.75,9027.812719345093,1
369,96.78571319580078,100.0,94.28500366210938,97.30543486541933,100.0,95.83333587646484,96.29666900634766,1.0,0.5332165,1.2971591,-0.51326627,9583.333587646484,9428.500366210938,9417.77591127715,9125.441323105944,1
116,92.38143157958984,97.22222137451172,98.21428680419922,94.28571319580078,96.56357306887841,88.54125213623047,90.53516470166885,1.1008182384288638,-0.060785428,0.46007124,0.8754612,8549.859670266878,9548.611133817642,8710.249162530701,9073.176416540344,1
444,98.8637466430664,96.42749786376953,97.5,93.06069305101997,92.03555297851562,97.02428436279297,97.17888641357422,3.1618836142880307,0.843344,0.99296844,-1.0442218,8929.683663674397,9401.68104171753,9200.328780224208,9639.215297698975,0
346,96.52999877929688,91.13664343928393,98.21375274658203,95.81861193680447,100.0,94.32499694824219,98.21428680419922,1.0,0.47406653,1.2985865,-0.38818586,9432.499694824219,8950.871764899239,9249.370493293656,9480.573432737729,1
204,96.66666412353516,94.97125244140625,92.24356185795465,80.0,96.66666412353516,98.21375274658203,93.5183334350586,1.4744549599499925,0.52002716,1.2992045,-0.48605707,9493.995849065774,8760.486599306283,7733.3331298828125,8916.87741168144,1
26,95.71375274658203,96.29666900634766,95.23714447021484,97.61856842041016,95.74659799329287,97.77777862548828,97.43323110463724,2.385309218545755,0.44793636,1.2928065,-0.3305076,9361.88966273181,9171.019778157992,9343.439521266439,9115.504498112656,1
8,100.0,88.52714538574219,100.0,95.83285522460938,96.62739395791269,95.71375274658203,98.87546823399663,1.0,1.0528107,0.582221,-1.2909825,9248.57049383423,8852.714538574219,9583.285522460938,10000.0,0
145,100.0,96.98428344726562,96.32992741045183,97.11571502685547,100.0,100.0,93.33333587646484,1.8960471470108495,1.5495361,-0.51698613,-1.5508889,10000.0,9342.488984429783,9711.571502685547,9632.992741045184,0
33,90.8324966430664,90.27833557128906,84.72166442871094,91.66714477539062,97.31911558811875,100.0,95.23525091253961,1.0,-0.36763564,-0.3928823,1.3073169,9731.911558811875,7648.53085145331,8326.355620090151,7695.480299815885,0
102,86.39286041259766,87.5,100.0,93.33399963378906,91.52034132460601,97.61856842041016,98.62300818477124,1.0,-0.98476064,-1.490854,0.47675413,8934.084701455342,8750.0,8063.391202111379,8639.286041259766,1
331,98.4375,97.22345949750039,92.22250366210938,97.1193785580889,95.83374786376953,92.9800033569336,100.0,3.0,-0.5099045,-0.7451737,1.3270084,8910.622198080819,8966.190849551173,9560.188826811876,9078.152704238892,0
352,100.0,98.41285705566406,93.75,95.7387466430664,96.84599427450806,100.0,96.17285919189453,1.3047511611735623,0.04281871,0.72193146,0.64693415,9684.599427450807,9226.205348968506,9573.87466430664,9375.0,1
270,97.5,96.875,95.55340609570615,97.92966313114245,97.91625213623047,83.92857360839844,94.64286041259766,4.0,1.0034161,0.6884177,-1.2405422,8217.97137487412,9256.736215521534,9548.142155286389,9316.45709433135,0
485,83.33499908447266,95.8324966430664,94.55478845965581,97.10809923819599,100.0,100.0,100.0,2.9722058279626995,-1.8139341,-1.1230096,-1.4677731,10000.0,9061.42144764582,8092.5033611099425,7879.723209717923,1
179,90.0,98.21375274658203,97.81343425283468,97.5,100.0,97.95857238769531,96.82571411132812,1.0,2.0700865,-1.2565104,-1.3945434,9795.857238769531,9606.624447001963,8775.0,8803.209082755122,1
142,100.0,99.02738726910509,90.8324966430664,87.82410470446503,95.0,100.0,92.85749816894531,1.9141040554872626,-0.0061432375,0.60206836,0.7583006,9500.0,8994.904821692626,8782.410470446503,9083.24966430664,0
107,93.75,100.0,92.02069745163875,97.37501668319581,96.875,97.22166442871094,91.66714477539062,3.0,-0.2337608,-0.021849636,1.1755117,9418.348741531372,9202.069745163875,9128.907814049608,8626.940386091133,1
297,95.87000274658203,91.4911117553711,97.54499816894531,95.02428436279297,100.0,92.99857330322266,96.17895374312195,2.0,-4.1923555e-05,0.61741894,0.7447202,9299.857330322266,8924.500328652444,9109.978402852954,9351.639242372126,1
311,97.22250366210938,92.81623884567887,96.25,91.66500091552734,96.29666900634766,100.0,92.69857025146484,1.0,-0.36763564,-0.3928823,1.3073169,9629.666900634766,8933.56298889659,8911.900887197116,9357.665977478027,0
328,95.88682671745885,100.0,100.0,98.0,100.29329783444389,95.23857116699219,100.0,0.8130315607913882,1.8330743,-0.98118055,-1.5151455,9551.790383378027,10000.0,9396.909018310967,9588.682671745884,0
312,97.22250366210938,92.81623884567887,96.25,91.66500091552734,96.29666900634766,100.0,92.69857025146484,1.0,-0.36763564,-0.3928823,1.3073169,9629.666900634766,8933.56298889659,8911.900887197116,9357.665977478027,0
58,95.17874908447266,92.8442725729299,92.55750274658203,100.0,96.14221954345703,96.08625030517578,95.6177749633789,4.0,0.6798886,1.2106937,-0.7899559,9237.945371947775,8593.43401367337,9517.874908447266,8809.50732980232,1
118,96.875,92.48442653256777,97.91625213623047,91.44249725341797,96.04125213623047,94.22941168979325,96.25,4.0,0.2740803,1.1537638,0.08151965,9049.910686748097,9055.728427037588,8858.491921424866,9485.636925697327,0
184,100.0,100.0,100.0,90.94480051154534,87.3536766583046,100.0,98.51262694028973,2.39961089732337,2.4629676,-1.5346043,-1.0334176,8735.36766583046,10000.0,9094.480051154535,10000.0,0
76,100.0,93.91000366210938,100.0,100.0,94.05260518780229,95.8324966430664,95.57474247104591,1.4308125672429732,-0.15084298,0.21274112,1.0471711,9013.295970931713,9391.000366210938,10000.0,10000.0,0
242,98.71833038330078,97.53111267089844,97.22166442871094,90.81749725341797,93.75,96.36666870117188,100.0,2.0,0.64629364,1.2404262,-0.73071694,9034.375190734863,9482.137107448885,8965.351698447426,9597.560389487888,0
261,100.0,96.29666900634766,95.83333587646484,100.0,100.0,86.11000061035156,100.0,1.0461370646730428,-0.2337608,-0.021849636,1.1755117,8611.000061035156,9228.431024670077,10000.0,9583.333587646484,0
394,96.03142547607422,91.95625305175781,98.21428680419922,100.0,93.44822291790942,97.5,92.30999755859375,1.0,0.7543549,1.125617,-0.9127025,9111.201734496168,9031.417810664861,9603.142547607422,9431.657963923237,1
465,100.0,83.33333587646484,100.0,95.77242225981142,96.0,95.83333587646484,100.0,0.89811700937179,0.843344,0.99296844,-1.0442218,9200.000244140625,8333.333587646484,9577.242225981143,10000.0,1
398,94.16625213623047,89.68000030517578,96.42749786376953,90.88696482936454,90.37110900878906,100.0,95.91374969482422,1.0,0.9823445,0.7323009,-1.2175897,9037.110900878906,8647.618037850189,8558.484846018653,9080.216076705547,1
146,88.88833618164062,91.66625213623047,95.106507163992,100.0,100.0,100.0,97.91625213623047,2.0,0.4284035,1.2858953,-0.28650522,10000.0,8718.0570654907,8888.833618164062,8453.859181854534,1
371,93.94000244140625,95.0,93.38655809215749,93.96369252233175,94.38714599609375,100.0,100.0,4.0,-0.18651164,0.11211943,1.1062626,9438.714599609375,8871.723018754961,8826.949504951392,8772.7334951718,1
120,94.0585708618164,100.0,94.4433364868164,100.0,94.12714385986328,96.42749786376953,96.66666412353516,2.0,-0.26311287,-0.10484363,1.212918,9076.444963469694,9444.33364868164,9405.85708618164,8883.205257371592,1
60,95.16999816894531,96.43624877929688,93.88999938964844,97.23799896240234,99.00172159490796,94.77666473388672,96.98543308200759,3.0,1.1382343,0.39044982,-1.3672575,9383.052975678185,9054.399339028168,9254.140183203737,8935.511069995118,0
430,97.61856842041016,96.875,93.21962164119958,93.75688199408164,98.14778137207031,100.0,96.42857360839844,1.0,0.18563685,1.018616,0.30088437,9814.778137207031,9030.65084649121,9152.41259982358,9099.966013306188,0
289,95.83333587646484,96.29666900634766,96.42749786376953,97.91666412353516,83.33499908447266,100.0,100.62262762261997,1.0,-0.5491464,-0.8314886,1.3088162,8333.499908447266,9285.64684489771,9383.68056085374,9240.968790505722,1
472,100.0,96.42749786376953,95.46183103375643,90.11071272737559,91.66666412353516,87.5,91.66666412353516,4.6437761485959,2.1991527,-1.3704456,-1.2969788,8020.833110809326,9205.145508079077,9011.071272737558,9546.183103375643,0
318,87.5,95.11384104580146,92.5,91.66500091552734,100.0,95.8324966430664,97.22222137451172,1.7693567725330586,0.22971426,1.0910839,0.1913934,9583.24966430664,8798.030296736635,8020.687580108643,8093.75,1
209,97.8028564453125,95.8324966430664,92.85713958740234,96.97000122070312,91.12124633789062,100.0,97.03666687011719,2.0,0.110739954,0.8739161,0.48514637,9112.124633789062,8898.731517794484,9483.943108890206,9081.693492989056,0
463,91.66666412353516,87.5,100.0,91.85048722442137,90.84666442871094,91.66666412353516,100.0,0.40695303698387725,-1.1578448,-1.6039107,-0.05203324,8327.610674930154,8750.0,8419.627761984091,9166.666412353516,0
278,95.80000305175781,96.23220412344072,97.13428497314453,97.81812750355107,96.22285461425781,94.23374938964844,96.61856842041016,3.0,0.8158493,1.0372342,-1.0053254,9067.440367276547,9347.446338920105,9370.976913357426,9305.46479685756,0
264,97.14286041259766,98.75,98.05047337696077,97.69581157862333,94.44499969482422,89.23625183105469,98.21428680419922,1.0,0.52002716,1.2992045,-0.48605707,8427.917776951217,9682.484245974876,9490.450587077648,9524.903448647223,1
11,100.0,98.14778137207031,92.85713958740234,96.42857360839844,97.84240870676742,96.875,100.0,1.0,2.0780942,-1.2642751,-1.3891228,9478.483343468093,9113.72223506018,9642.857360839844,9285.713958740234,0
64,100.0,92.7615387316351,100.0,95.0,97.91666412353516,87.5,97.22166442871094,2.0,-0.3906252,-0.4536115,1.3193412,8567.708110809326,9276.15387316351,9500.0,10000.0,0
446,97.22166442871094,98.21428680419922,97.57287368778711,89.79023743118766,89.46375274658203,96.42857360839844,100.0,1.0,0.47406653,1.2985865,-0.38818586,8626.862067007343,9583.050200682226,8729.556332509206,9486.197183019038,0
329,95.88682671745885,100.0,100.0,98.0,100.29329783444389,95.23857116699219,100.0,0.8130315607913882,1.8330743,-0.98118055,-1.5151455,9551.790383378027,10000.0,9396.909018310967,9588.682671745884,0
